Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2019 [YR2019]
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,19296.3471698729,31707.8737443551
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,279.621738464365,1421.99927504102
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,318.749852236965,2589.32081035237
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,3278.17896440803,17294.9751600969
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,3986.83513941026,8905.88005497437
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,442.779545779081,1082.05706777516
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,298.485340578945,658.164180770507
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,7214.10040377084,9963.19489084483
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,76087.911114202,166907.839305016
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,3300.63634928559,19608.7943945553
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,48659.5988753233,112696.649059674
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,15731.4081633771,81882.6964523869
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,280.282905559649,499.818837622534
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,224.22415918428,580.889139762475
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,4083.52874483605,10920.191763972
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,2213.81235053178,11740.2724029785
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,304.652870194271,971.949318638092
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,10348.4858902403,32421.9179752262
